"","Progress","Duration..in.seconds.","ResponseId","consent","condition","control_events","control_interesting","grat_list","grat_letter","grat_text","grat_hk_list","grat_sing_sub","grat_god_letter","meals_attention","attention_check","goal_check","hypothesis_check","intervention_check","intervention_check_2","intervention_check_3","ai","copy_paste","copy_paste_yes","feedback","lab"
"359",100,1803,"R_5odQcNbes5kSqNa",1,"letter","","","","Samantha I want to thank you for being the most supportive sister during the most difficult year of my life. Having to deal with a breakup and losing a place to live was hard enough, but the abortion was the nail in the coffin. I could've never imagined how depressed I would feel this year and how low life would take me, but having you constantly by my side supporting me in every way has been a relief. I don't have to worry about money for now, I don't have to worry about being alone, I don't even have to worry about my future because I have your support no matter what. It's because of you I don't want to end my life, I can see myself reaching my goals and being a better person through all of this. ","","","","",4,5,"Gauging how grateful people deal with the misfortune of others","People who have more to be grateful for, will be more likely to help others",2,"",3,2,2,"","No","USA_02c"
"360",100,707,"R_7eOqA0dJJdwaYSp",1,"sub","","","","","","","i'm thankful for:
1. my cat
2. marijuana
3. downloaded television
4. prolific
5. the 2009 aston martin v12 vanquish","",4,5,"Don't know","Perception of some kind",2,"",3,2,2,"","","USA_02c"
"361",100,1941,"R_1n42sND1L6t2YdH",1,"text","","","","","Hello Aunt Wendy. Just a short note of deepest gratitude for being like an elder sister to me at times. For simply being there as a soothing ear to listen to me and help me feel understood. I appreciate how you give me advice and share your examples of life experiences. It helps me prepare for my hopeful future too. As an update, I feel more confident because you don't make me feel abandoned and alone. I often remember your efforts to help me succeed. I think about how far I've come in life because of you. Thank you for your everything unto me and all you do.","","","",4,5,"The feelings of empathy, compassion, forgiveness.","How people feel a ""softness"" within them when given scenarios.",1,"Yes!",1,2,2,"","Try to include pictures and colors to make it more fun. I'm an HSP, INFJ if you believe in that stuff. Make it more memorable, enjoyable for the experience. You'll get a lot better responses with positive energy - think MindValley! Love them! Thank you for letting me help. I'm grateful and wish you well in your studies - cheers!","USA_02c"
"362",100,1828,"R_7l2gEopoN5CXsRj",1,"measure","","","","","","","","",4,5,"religion and personality ","people who are religious and how happy they are/are not",2,"",1,2,2,"","","USA_02c"
"363",100,1839,"R_1hGVkchKttRvB7P",1,"sub","","","","","","","my father
my cats
my apartment
my car
Prolific","",4,4,"Things that are meaningful in your life","I don't know",2,"",1,2,2,"","","USA_02c"
"364",100,1980,"R_3CJfJ98IA333zrv",1,"hk.list","","","","","","Three moments I am grateful for are helping my parents with their home, time with family, and most recently-- Memorial Day, when we honor men and women who died serving the US.  What did I receive? What did I give? What more could I do?  I always receive more than I give.  I get to experience seeing key periods of my grandsons’ growth.  I get to enjoy the love from family members.  I get to help my parents maintain their independence.  I give what I can but know I can always do more.  People always need help and affirmation and I should try harder to do that.","","",4,5,"Gratefulness","? Defining gratefulness",2,"",1,2,1,"Because I am familiar with Word and am better able to write with it.","None","USA_02c"
"365",100,1887,"R_5AEVMKeqDuHuw6g",1,"text","","","","","I want to thank you K.  You were there for me when I was at my lowest.  You were one of the few people that was there for me, that saw me and that asked me how I was doing.  You listened to me, and helped me with your emotional support.  I don't know if I could have gotten through what I did without your friendship","","","",4,5,"I am not certain","I'm not sure",1,"I do.  I do it every day now, and it makes me feel better about things.",1,2,2,"","Not that I can think of, but thank you for letting me participate. ","USA_02c"
"366",100,1941,"R_6f3QtYpYTyy8IMA",1,"int.events","","i was happy today that i was able to finish a task im assign to in less than a week which will give me a promotion in workplace","","","","","","",4,5,"How people think ","kidney",1,"yes",1,2,2,"","it was a good study","USA_02c"
"367",100,1902,"R_7RvArIzFUL9VMIc",1,"events","In the past 24 hours the first event that affected me was not spending time with other family members outside of my household on Memorial Day. We used to have parties and cookouts, but doing that this year wasn't an option because of illness not of my own. The second event that affected me was my son being sick. He has asthma so when he gets sick it is very worrisome. The third event that affected me was having to get groceries with my youngest daughter and pick up medicine for my sick son. We had to rush and couldn't take our time as usual. The fourth even that affected me was missing out on studies, because I chose to spend time caring for my son and playing with my youngest daughter. The fifth event that affected me was having a reduced amount of time to care for myself and spend time doing things I like, because of everything else that had happened earlier in the day.","","","","","","","",4,5,"Understanding the lives of people and what they believe.","Beliefs change depending on gender and life experiences.",2,"",3,2,2,"","I think your study is very well put together.","USA_02c"
"368",100,2003,"R_3CWrLMFyZDL5X36",1,"int.events","","I fretted over the whereabouts of a missing stray cat that I've been feeding and thought about how people can be so cavalier and heartless about animal life.
Memorial Day was being celebrated by so many who think it's no more than time off for a cookout.
Netanyahu claimed his brutal murder of people in Gaza was ""a tragic error"".
Donald Trump claimed process servers were sent to assassinate him.
Unethical behavior of members of the Supreme Court of The USA is being flaunted more openly.","","","","","","",4,5,"Thought I knew but truthfully not sure at all!","no clue",2,"",3,2,2,"","I thought it excellent.  It really made me contemplate the things in my life for which I am grateful.  They are what I fall back on during difficult times.   I hope my data will be of useful contribution to you in spite of my inability to come to a conclusion about your hypothesis.","USA_02c"
"369",100,2072,"R_6wULFqjpMGcZncB",1,"list","","","My health, my family, being financially stable, having a roof over my head and having freedoms that people in other parts of the world don't have.","","","","","",4,5,"How generous we are when people we know are having problems.","I'm not sure.",2,"",3,2,2,"","N/A","USA_02c"
"370",100,2097,"R_5ymbPbDqsKiKGVr",1,"list","","","Over the past week, I am grateful for the unwavering support of my family, my good health, a productive work week, quality time with friends, and having a peaceful home environment to relax and recharge.","","","","","",4,5,"Online Emotions and Beliefs Study"," Emotions and Beliefs ",2,"",1,2,2,"","n/a","USA_02c"
"371",100,1957,"R_5JJawSJyE8CXdna",1,"measure","","","","","","","","",4,5,"emotional beliefs","emotional belief with families ",2,"",3,2,2,"","no","USA_02c"
"372",100,1927,"R_6YerspyOrZ8RWzD",1,"measure","","","","","","","","",4,5,"The purpose of this study is how people think in digital contexts about their social and emotional lives.","How people think in digital contexts about their social and emotional lives.",2,"",1,2,2,"","","USA_02c"
"373",100,1955,"R_10O3Sjh8YkKYfFO",1,"hk.list","","","","","","I received a grace period for a tool I rented to complete a home project. I wrote the store manager a good review and a thank you. I probably could have called and thanked him again.

I received a thank you from a graduate student for motivating them in their educational journey. I gave my continued support and prayers. I can continue to encourage others on a similar journey. 

I received guidance on an issue. I gave being vulnerable. I could take the advice and move forward. ","","",4,5,"emotions in day to day life and about life in general","is one happy with their life",2,"",1,2,2,"","","USA_02c"
"374",100,2037,"R_3i9fSNhHfT8jB4F",1,"sub","","","","","","","I am grateful and thankful for the Love of God and Jesus.Waking up to a new day. Having foods to eat. All of my family are well. Jesus provides all that I need. (If I didn't have Jesus in my life then life is not worth living.)","",4,5,"God, religion and people","Who believes in God and helping others.",2,"",1,2,2,"",NA,"USA_02c"
"375",100,2187,"R_7xQpPy9m5DkHiSM",1,"hk.list","","","","","","1. I received valuable support from my spouse and guidance, which boosted my confidence. I showed my gratitude for the help to my spouse I could offer to help them with one of their projects in return. in near future.

2.   I received a sense of calm and relaxation, a break from daily stress as my daughter helped me with daily chores..  I gave myself the gift of time to unwind and connect with nature. I could make it a habit to take these walks more regularly for better well-being.

3. I received Mother's Day gift from my family. It was an  awesome feeling to get these gifts from my family members. I could give my family gifts in return in near future.","","",4,5,"Emotions and Beliefs Study","Emotions and Beliefs of general public",2,"",3,2,2,"","Thank you!","USA_02c"
"376",100,2195,"R_7Ia9wMgOoJfQQNz",1,"god.letter","","","","","","","","I don't believe in any god so I will instead write my letter to the earth. The earth is our home. Everyone I've ever loved or hated was from there. They call her mother earth and I understand why. She provided me with materials for shelter, air to breathe, and a safe place in the universe. Along with nature and heat from the sun, I am able to eat, drink, and experience a beautiful life. So thank you, mother earth",4,4,"psychology/belief in god","idk",2,"",1,2,2,"","no","USA_02c"
"377",100,2049,"R_5BOZALqCmHiJifH",1,"list","","","Over the past week I had some down moments. Mostly due to financial issues and this greed based inflation. As I thought about how I was feeling I decided to think of my many blessings.
Which are as follows. I'm so blessed to have perfect health at 67 years old, I'm blessed to be able to talk to my mom and my children. I'm thankful for my perpetual sidekick my dog Princess Betty Biscuits. I'm truly thankful to live in a house I own 100%. Lastly I'm thankful for my beautiful dream car. She is my therapist. I'm sorry I may had listed more than five but this exercise made me think of how fortunate I really am... 🌻 
","","","","","",4,5,"People's life stories and how they integrate in relationships.","How life relates to relationships between yourself and other's.",2,"",1,2,2,"","Very nice well organized study. It makes one think inwardly. This study  brightened my day. Thank you...  ..🌻 ","USA_02c"
"378",100,2121,"R_6gd31UcaoqC75x3",1,"god.letter","","","","","","","","Dear God, Thank you, for the shoes on my feet; thank you for my family and friends; thank you for the roof over my head and supply my daily bread.  Thank you for laughter and tears, each has a purpose during our years.  Thank you for music that lifts my soul, Thank you for leading through darkness, grief and pain into the light.  Thank you the sky, air, sun moon and stars.  thank you animals great and small, Thank you for flowers and trees.  Mostly thanks for always being here for me my God.",4,5,"Belief in higher power, ","I have no idea",1,"yes",3,2,2,"","Wishing you lots of happy in your life.","USA_02c"
"379",100,1884,"R_3suXrXu3MBn2ZoP",1,"god.letter","","","","","","","","





























i will like to thank science since that is what i belive in, this is becasue there are explanations for thing that happen and also have the chance to change things with the right calculations and plans, things are possible


",4,5,"Online Emotions and Beliefs Study","Online Emotions and Beliefs Study",1," yes i did ",1,2,2,"","no","USA_02c"
"380",100,2031,"R_7OJSPYiJVKzg4Ju",1,"god.letter","","","","","","","","Dear Christ Melchizedek Within and all Elder Brothers and Higher Beings Wherever and However Situated,
 I do thank you for all the blessings in my life. Thank you God for the many incidents of Divine Order and Divine Restoration at work in my life. Thank you God that I am now and forever permanently healed, whole and well in every way. 
 Thank you God for the miracles of modern medicine, for doctors, nurses and caregivers, who have all worked together to help me in my recent surgery and recovery time. Thank you God for the medicines I am taking, none of which will have any short or long-term side effects. Thank you God that well more than 3/4ths of every night I get peaceful and restful sleep. 
 Thank you God that I am now harvesting, manifesting, experiencing and maintaining my Right and Perfect Employment. Thank you God for your Guidance in this matter.
 For Thee I Thirst, Into Thy Hands I commit my Life. Thy Will is My Will. Thy Will Be Done Through Me. Heal Me at Depth. Reveal all that which needs to be revealed. Heal all that which needs to be healed. So I can glorify you, God, and live in the fullness of Amazing Grace. It is finished.",4,5,"I have no idea. It seemed like you covered a lot of diverse topics. ","I have no idea. ",2,"",1,2,2,"","","USA_02c"
"381",100,2301,"R_6mxj6KKz8oIEtcB",1,"measure","","","","","","","","",4,4,"how a person's upbringing compares to their life now. ","if people's childhood reflect their current life",2,"",1,2,2,"","","USA_02c"
"382",100,2261,"R_5zc7YBY1KoovYJz",1,"text","","","","","I just really wanted to thank you for cheering me on to win those games yesterday. I ended up winning the gold in all of them today. Your encouragement really helped me, as usual, and I wanted to let you know how truly grateful I am to have your support. I really could not have done it without you.","","","",4,5,"I think it as about how people view gratitude in terms of their religious and familial background.","I think you were testing if people are more inclided to expresse gratitude toward family or strangers and if that is affected by how close they are in terms of relationships and even biology.",1,"No, it felt like a chore and was at a time of tragedy, so I was not grateful for much at that time.",2,2,2,"","This was an interesting survey.","USA_02c"
"383",100,2168,"R_7RpGs2B9r971yst",1,"sub","","","","","","","I am grateful for the delicious breakfast I had this morning.
I am thankful for the supportive conversation I had with my friend yesterday.
I appreciate the sunny weather that allowed me to take a nice walk.
I am thankful for my family's health and well-being.
I am grateful for the unexpected help I received from a colleague at work.
If I had not received the unexpected help from my colleague at work, my day would have been much more stressful and challenging. I had an important project due, and I was feeling overwhelmed with the amount of work left to do. My colleague stepped in and offered to help me without me even asking. This act of kindness not only made it possible for me to meet the deadline but also reminded me of the supportive environment I am part of. Without this assistance, I would have had to work late into the night, which would have caused me significant stress and exhaustion. Additionally, I might have missed out on spending quality time with my family in the evening, which is something I deeply cherish. This experience reinforced the value of teamwork and mutual support in the workplace.





","",4,5,"no idea","no idea",2,"",1,2,2,"","","USA_02c"
"384",100,1822,"R_5f2G9wTWzeHSNfQ",1,"events","Yesterday it was a holiday so we had special dinner. Our daughter came for dinner with her boyfriend. Before dinner we went shopping to the local shopping mall and bought few nice things. We also went for a nice walk around the area after dinner. We all enjoyed the time spent together.","","","","","","","",4,5,"feelings and beliefs","people have more trust in themselves than others",2,"",3,2,2,"","no","USA_02c"
"385",100,2269,"R_5jPDFSPHhZeLY09",1,"text","","","","","Hi Mr. David. 
I hope this meets you well. 
It's been a while, I hope you're keeping up sir. 
How are the kids and the entire family? 
I hope everyone is good, safe and sound. 

I'm writing to you to show gratitude for your kind gesture concerning my school's tuition fee the other day. 
I deeply express my profound gratitude to this great deal. 
It meant a lot to me. 
Thank you so much sir. 

","","","",4,5,"Emotions, belief and family stufy","Emotions and beliefs ",2,"",1,2,2,"","No","USA_02c"
"386",100,1119,"R_7Nnrcy12eaqmtdP",1,"god.letter","","","","","","","","As I reflect on the blessings in my life, a sense of gratitude washes over me.  It's a feeling that compels me to express my deepest thanks for the gifts you have bestowed upon me.

While I can't pinpoint you as a single entity, I feel your presence in the intricate workings of the world, the vastness of the cosmos, and the quiet strength that resides within me. You are the unseen force that sets the stage for life's experiences, both the joyous and the challenging.

For the gift of life itself, I am eternally grateful. Thank you for the opportunity to experience the wonder of existence, to learn, to grow, and to connect with others.

Thank you for the gift of love. The love I share with my family and friends is a source of immense joy and strength. It fills my life with warmth, support, and a sense of belonging.

Thank you for the gift of curiosity and a thirst for knowledge.  The world you have created is an endless source of wonder, and you have instilled in me the desire to explore and understand it.

Thank you for the challenges I face. Though difficult at times, they have shaped me into the person I am today, teaching me resilience, perseverance, and the importance of growth.

Thank you for the moments of peace and serenity, the quiet beauty of nature, and the inspiration that fuels my creativity.

I know that the journey ahead will have its ups and downs, but I face them with a heart full of gratitude for your unwavering presence in my life.",4,5,"social study","no hypothesis",2,"",1,2,2,"","good study","USA_02c"
"387",100,2102,"R_5LUuFF4OcG9taiO",1,"god.letter","","","","","","","","Thank you Jesus Christ for all the blessings in my life. There is not enough space to list all the ways I am grateful, so I will focus on the major ways. Thank you for bringing my wife and I together. Thank you for bringing my two daughters into our lives. Thank you for my mother, father, and my siblings. Thank you for my good friends from all the different parts of my life. ",4,5,"Expressing appreciation for life's blessings, and how that appreciation impacts people's attitudes","Believing in something greater than yourself has positive impacts, with greater compassion and thankfulness.",1,"Yes, I think any task which can focus your mind on what you are grateful for is very beneficial.",1,2,2,"","I enjoyed this one, thank you!","USA_02c"
"388",100,2295,"R_6Ihrcrv4w5nNUL0",1,"list","","","Family. Good health.,Having access to basic necessities like food, water, shelter, and clothing is something many people are grateful for.Freedom . opportunities","","","","","",4,5,"Online Emotions "," i think to see how i believe in God ",2,"",1,2,2,"","NA ","USA_02c"
"389",100,2263,"R_7Lu1xYlGr9qdlY7",1,"sub","","","","","","","Firstly, I'm really grateful for the gift of life.
Then for safety, for the daily bread, for the opportunity to make money I had earlier today and lastly for the presence of my kid in my life.

I would love to describe the positive effect my kid had on my life. His presence made me a man and gave me purpose in life. His endless/innocent support and liveliness added color and meaning to my life. I believe I would never be bothered about me if I had no young soul to cater for.","",4,5,"Probably investigating individual's religious beliefs.","Decision making.",2,"",1,2,2,"","N/A","USA_02c"
"390",100,2148,"R_5NEdzWMiiOTzCE5",1,"letter","","","","Dear Sam,

I know I have not been the best example of how a sister should behave, but I do know that without your help, I would not have been able to come back from the circumstances I have found myself in over the years. I know that someday I will make you proud of who I have become with your help. Thank you again for being the best sister anyone could ask for.

Love your sister, 
Vicki","","","","",4,5,"Not sure","Not sure",1,"Yes",1,2,2,"","I had originally asked Chatgpt to write my letter but it was not suitable. I then wrote it myself  and feel that it would have been so much better had I had ChatGPT formalize it and make it more closely related to my actual feelings of gratitude towards my sister.  I'm not sure why you researchers are so threatened by the use of AI to help survey participants more clearly state how they feel about a particular subject. When I do use AI to help me write in these open ended surveys it's only to clarify and proofread my writing. I feel that my ability to clearly get my point accross is very limited due to my age and lack of formal education. I hope in the future researchers and academics can learn to understand the value of these tools to people like me without the skills necessary to clearly share their opinions in a useful format.","USA_02c"
"391",100,1673,"R_5PB61xqe3mVSeiT",1,"hk.list","","","","","","In last week more memorable movements in my life . last week one old student meet for me he is joined in high level job in blessed for me and child saving charity people are helped and people are thanks for mail and really happy and one oldest person help for me he is repeated for one help","","",4,5,"emotion of life","no",1,"yes full time",1,2,2,"","no","USA_02c"
"392",100,2178,"R_12Rgse7UjSqHWMS",1,"list","","","I am grateful for the support and love of my family. They have always been there for me, providing encouragement and understanding, especially during tough times.

I am thankful for my good health. Being able to wake up each day feeling well and energetic is something I never take for granted.

I appreciate having a stable job that I enjoy. It not only provides financial security but also allows me to grow professionally and personally.

I am grateful for my friends, who bring joy and laughter into my life. Their companionship and the fun times we share are invaluable to me.

I am thankful for the beautiful nature walks I get to take. Being able to spend time outdoors, enjoying the fresh air and peaceful surroundings, helps me relax and recharge.","","","","","",4,5,"Insightful","Philosophy ",2,"",2,2,2,"","None","USA_02c"
"393",100,2019,"R_5IMRzOsba57ulq1",1,"hk.list","","","","","","1.  My living situation is stable. Everyday financial struggles have not been stressful for me as I see people struggling with stability.  This in itself is a great pressure off my mind.  This week I watched a close friend lose their home, job and car.  Currently I don't have this happening to me on my mind.
A stray animal was outside my home over the weekend.  Thin and scared.  It made me feel so happy knowing that my pet was not suffering like this.

A bad wreck happened on the highway.  We were very close to being in the accident.  It didn't happen to us fortunately.","","",4,5,"no idea at this point at all","i dont know",2,"",3,2,2,"","the whole lived with  sibling  mother  father    ....frustrating....many other words","USA_02c"
"394",100,2610,"R_1eWfYUoOKbCeIzT",1,"int.events","","Had dinner with my younger cousins - the event was full of lots of laughs and catch ups.
One of the cousins announced she committed to a big University for the fall semester.
The youngest cousin told us he passed the audition process to perform at Carnegie Hall next month. 
It had been thunderstorming all day, and as much as I love that weather, I was ready to cuddle up in a blanket and read for the evening. 
My dad drove up 12 hours to surprise my family for the week.
","","","","","","",4,5,"Something about sympathy and emotion","Stronger religious beliefs = higher sympathy",1,"For the year that I did it - yes. It got me to where I wanted to be emotionally/psychologically, and I stopped",1,2,2,"","","USA_02c"
"395",100,2543,"R_6w48LcNE5I2L61m",1,"sub","","","","","","","I am grateful for my sister.  I am grateful for my mother.  I am grateful to have a roof over my head.  I am grateful for having eaten well.  I am thankful I was able to go bird watching.

If I was unable to go bird watching, I would lack a way to take a mini vacation during the day.  I would miss moments of peace & calm.","",4,5,"perception","bias",2,"",2,2,2,"","none","USA_02c"
"396",100,2558,"R_1Y0OZqq0ckaZJLP",1,"list","","","Received information concerning my receipt of voucher to help with rent.
Received good information concerning granddaughter.
Visited a best friend who is in town.
Received cash infusion into my checking account.
Had a very pleasant dream with hopes that it will come true.","","","","","",4,4,"Love, Compassion, Understanding, Compassion and Generosity","How much love and compassion one has for his/her fellowman?",2,"",1,2,2,"","Great study!","USA_02c"
"397",100,2413,"R_1BxUGwpSh5w1TcB",1,"list","",""," The beauty and wonder of the natural world, as well as the ability to experience and connect with it, is something many people are thankful for.
Having a supportive and loving family and friends can bring joy and comfort to our lives.
 Being in good physical and mental health is a blessing that many people are thankful for.
Living in a country with freedom and having access to opportunities for education, growth, and personal development is a privilege many people appreciate.
Having access to basic necessities like food, water, shelter, and clothing is something many people are grateful for.","","","","","",4,5,"Beliefs Study","to test how i cope with my sibling ",2,"",3,2,2,"","","USA_02c"
"398",100,2528,"R_11bVtLB7vffetAQ",1,"text","","","","","Hello Sarah

I hope you are doing well as I write this. Recently, as I've been thinking back on our friendship, I felt driven to reach out and thank you for your unflinching support during a difficult time in my life. Do you recall the difficult time I was going through following the loss of my mother? There are no words to describe how much your presence and empathy meant to me. You gave me your shoulder to cry on, listened to me without passing judgment, and comforted me when I most needed it. I will always treasure the times we spent together at that trying time because of your generosity and compassion, which got me through that difficult period. I want you to know how much your encouragement helped me on my road to recovery, and I will always be happy that I have you as a buddy. I appreciate your support throughout both good and difficult times.

Many thanks and feelings of love to you,
JO","","","",4,5,"thoughts on relating with new people","thoughts on relating with new people",2,"",1,2,2,"","","USA_02c"
"399",100,2530,"R_3PbE9wylTgVXqTX",1,"measure","","","","","","","","",4,5,"Emotions and perceptions about various topics.","People's beliefs and emotions.",2,"",1,2,2,"","It was quite an interesting study and l gave it my best shot. Overall everything went smoothly.","USA_02c"
"400",100,2733,"R_7J94tB9HfoOf4VT",1,"events","Today was pretty mundane. The top 5 things that stand out the most were my cup of coffee, falling asleep shortly after waking up on my couch, getting a fun work task that paid decently, and studying for a test.","","","","","","","",4,5,"How we feel empathy based on relationships","The way people view relationships dictates their empathy level",1,"Yes",1,2,2,"","","USA_02c"
"401",100,1784,"R_52imlN6pHGXgy6R",1,"int.events","","I cooked baked mac n cheese for the first time. I talked to some of my family members. I purchased groceries that were on sale. I listened to songs that I've heard for the first time. My family thanked me for preparing some foods for them.","","","","","","",4,5,"I think that this study was testing my emotions and asking my opinion on certain things.","I think that this study was mainly testing my opinion on certain things and asking for my perspective.",1,"Yes",1,2,2,"","No. I enjoyed this study!","USA_02c"
"402",100,2707,"R_1I6qw3kJvl3VTLP",1,"text","","","","","I would love to thank my close pal Jennifer for always being there for me in good and bad situations. Recall when you took time off your work schedule to visit me regularly when I was admitted to the hospital. I want say I appreciate everything you do for me","","","",4,4,"Freedom and affiliation","Testing one's emotions and beliefs",1,"Yes",1,2,2,"","None","USA_02c"
"403",100,2770,"R_7JtIikTSqBJuWbL",1,"hk.list","","","","","","I am grateful for my time spent going on walks with my wife. I am thankful for the job I have. I am thankful for my cats","","",4,5,"idk","idk",2,"",3,2,2,"","","USA_02c"
"404",100,2724,"R_5eyjNOF9Mn3mA9M",1,"int.events","","Yesterday was Memorial Day, which meant a day off of work for me. I didn't have to get up early so I slept in until 7am. I didn't have to go anywhere so I sat on the couch and watched old episodes of the Rockford Files to be nostalgic. I then made a roast with vegetables for lunch and my dad came over to eat with me. He talked about what Memorial Day meant to him and he also talked about the friends he had lost in the Vietnam War. I think as my dad gets older that he realizes how much he has lost over time. After lunch, my dad and I watched a documentary about World War Two and my dad talked about how proud my grandfather was that he served in the Navy. This conversation filled my head with memories of my grandpa and it was nice because I hadn't thought about him for quite some time. After the documentary was over, my dad headed back home and I called my grandma and we talked about old times and about grandpa. This conversation made me sad, because at that point I realized how much I missed spending time with my grandparents at their old farm when I was a kid. My grandparents sold their farm years ago and there were schools and businesses where that farm used to be. ","","","","","","",4,5,"This survey wanted to explore how people feel about the people and events in their lives.","You probably wanted to see how talking about events a person saw as important in their daily life affected their emotions and if they were grateful in their lives.",2,"",1,2,2,"","No","USA_02c"
"405",100,2769,"R_7hlndyEZdfQwDX0",1,"int.events","","Storms woke me early this morning
Went shopping for a shirt
Someone I was with got dizzy
The power stayed on
Tornado warnings for local areas","","","","","","",4,5,"I don't know.","I don't know.",1,"Not really.",3,2,2,"","No.","USA_02c"
"406",100,1887,"R_1k8qT71EgkrSU0x",1,"events","Morning Run
Meeting with my Boss
Lunch with a Friend
Grocery Shopping
Evening Relaxation","","","","","","","",4,5,"I think this study was about my relationship with my sibling and how I view myself","I don't know",2,"",1,2,2,"","","USA_02c"
"407",100,2874,"R_18YwYgvsb6SOTP0",1,"list","","","I am thankful being A  Muslim and thankful to everything, I have a good job I am married to good girl.","","","","","",2,5,"About siblings and family ","About social life and family relations ",1,"yes",1,1,2,"I did not choose ","no thanks","USA_02c"
"408",100,2836,"R_1rxDynT7JunseCH",1,"int.events","","Morning Meditation: I had a 20-minute meditation session to start the day. I was able to decompress and start the day on a bright note. I always feel more focused and centered after doing this exercise.

    Unexpected Encounter: I ran into an old acquaintance I hadn't seen in a long time while getting coffee at my favorite café. We ended up catching up on one other's life and remembering bygone days over an hour of conversation. My day was made brighter by this pleasant surprise.

    Productive Work Session: I had a really successful afternoon work session where I made good progress on a project I've been working on. It was very fulfilling to complete my assignments quickly and get closer to my goals 
Exercise in the Evening: I went for a jog in the park in the evening. I felt refreshed and invigorated by the crisp outdoor air after spending a long day indoors. My attitude and energy levels are always elevated by exercise, and this run was no exception.

    Inspirational audio: I listened to an uplifting audio segment about personal development before going to bed. The host and guests' tales and ideas struck a deep chord with me, inspiring and empowering me to work toward ongoing development in a number of areas of my life.","","","","","","",4,5,"Opinions on meeting and helping new people","Opinions on meeting and helping new people",2,"",1,2,2,"","","USA_02c"
"409",100,2815,"R_7Spe39rDDuMBsH5",1,"sub","","","","","","","Five things I'm grateful for: my health, waking up every morning, having my family near, a place to live, and strong friendships.

If I didn't have my family nearby, I think I would worry all the time about them. I would definitely miss seeing and talking to them all the time. We are a rather tight bunch, so I think life would be very different for all of us if we weren't physically this close all the time.","",4,5,"My beliefs and what I'm grateful for.","How beliefs and gratefulness are related.",2,"",3,2,2,"","No feedback.","USA_02c"
"410",100,2940,"R_1qL2CFocK1AyQYC",1,"letter","","","","Dear J, 

I know our lives have drifted apart, but I wanted to write you a letter to let you know that I still think about you and the role that you played in my life. I'm grateful that you put the effort into organizing our Bible study in law school, because otherwise, I would have had far fewer close friends during that time. It's still kind of amazes me that at a time when we were all so stressed out and scared for our future, you had the presence of mind to think carefully about things like community and continuing our mutual growth.  

Thanks again, man.  You probably kept me from getting pretty depressed back then.  Seeing you be willing to accept burdens that could detract from your studies--and future job prospects--helped me understand what real strength is.  

-B","","","","",4,5,"I think this study was about trying to classify how people with certain demographics tend to feel.","I think you were trying to link religion to how generous people are.",1,"Yes. Gratitude meditation. ",1,2,2,"","","USA_02c"
"411",100,2819,"R_3PnPST6sgRbu5DC",1,"list","","","Family, my girlfriend, my job, my friends, my hobbies.","","","","","",4,5,"Relationships with peers","Emotions and beliefs among peers",2,"",1,2,2,"","","USA_02c"
"412",100,2971,"R_5CbMK5wdM0tq3wR",1,"god.letter","","","","","","","","Dear God, I hope this letter finds You in all Your glory. I refer to You as God, the Almighty, and my source of strength. I am profoundly grateful for Your many blessings. Thank You for the gift of life, the love of family and friends, and the talents You've given me. Your guidance has helped me through challenges, and Your presence brings joy and peace to my life.
Thank You for everything.",4,5,"I think this study is about emotions and religious belief","My hypothesis is that the study was testing our emotions and decision in different situations",2,"",1,2,2,"","I do not, the study was fine","USA_02c"
"413",100,3103,"R_1FE4iABhJi9I6EH",1,"list","","","I am so grateful for kids and partner. My partner always puts me in good a mood coz i am always grateful to have such a great person in my life","","","","","",4,5,"emotions and beliefs","people's perceptions on emotions and belief",2,"",1,2,2,"","n/a","USA_02c"
"414",100,2953,"R_1ffjojHtXDXw5Xk",1,"measure","","","","","","","","",4,5,"Relationship with people ","Decision-makers ",2,"",1,2,2,"","N/A","USA_02c"
"415",100,2996,"R_6eURF8eNlN2sawB",1,"list","","","I am thankful for my kids. Thankful for my mom, Thankful for my husband. I am thankful for food and for my house. ","","","","","",4,5,"not sure","i have no idea",1,"yes",1,2,2,"","no","USA_02c"
"416",100,3144,"R_6LtDICspazWrgo9",1,"text","","","","","Mariela thank you for being a great mentor.You have helped me so much this year.Everytime I did not know how to use a program on the computer you showed me step by step how to navigate it.I want you to know that my computer skills have improved a lot beacuse of you.I have myself a job that pays well and tests my computer skills.I can afford to spoil myself a little bit thanks to you and this new job.I hope that you are doing well and we should really have dinner someday and catchup.","","","",4,5,"The study was about personal relationships.","How people view their lives.",2,"",1,2,2,"","Great study.","USA_02c"
"417",100,3320,"R_3y3FCKGsisb7QFP",1,"list","","","The things I am grateful for are my family and friends; along with all the amenities that I've acquired along the way. Another few things are my job for allowing me to find a passion and have a successful career, a knowledge of cooking many of my favorite food and the ability to workout at home and achieve great results","","","","","",4,5,"Situations and your beliefs/emotions about them","The apathy and empathy of the Study goer",2,"",1,2,2,"","","USA_02c"
"418",100,3061,"R_6qpvLm7GHYAr0CG",1,"god.letter","","","","","","","","I do believe that there is a higher power that influences me and my life.  I don't know if it is a God or what, but there is something bigger than me.  I am so grateful for all the influences and impacts that you have had in my life.  I am eternally grateful that I met my husband and firmly believe that you had a hand in that ""more than chance"" meeting.  ",4,5,"I'm not really sure.","Personalities and religious beliefs?",2,"",1,2,2,"","No additional comments or concerns.","USA_02c"
